"filename", "language", "Swift", "CMake", "JSON", "C++", "HTML", "YAML", "Markdown", "XML", "Dart", "Groovy", "Properties", "Java", "comment", "blank", "total"
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 1, 38
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 1, 27
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\ios\firebase_app_id_file.json", "JSON", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\android_routes.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\brochure.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 511, 0, 0, 0, 16, 39, 566
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\example_json.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\extra_fluent_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 290, 0, 0, 0, 19, 19, 328
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\extra_material_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 44, 441
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\firebase_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 12, 7, 92
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\fluent_models.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 956, 0, 0, 0, 249, 212, 1417
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\fluent_routes.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 2960, 0, 0, 0, 76, 163, 3199
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 4, 10, 72
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\models.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 455, 0, 0, 0, 26, 69, 550
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\themes.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 2, 6, 177
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\universal_routes.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 1018, 0, 0, 0, 20, 62, 1100
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\utils.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 390, 0, 0, 0, 186, 92, 668
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\lib\windows_routes.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2405, 98, 2504
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 40
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\linux\flutter\generated_plugins.cmake", "CMake", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\linux\main.cc", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\linux\my_application.cc", "C++", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 17, 26, 125
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\linux\my_application.h", "C++", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 47
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\RunnerTests\RunnerTests.swift", "Swift", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\Runner\AppDelegate.swift", "Swift", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 1, 344
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\Runner\MainFlutterWindow.swift", "Swift", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\macos\firebase_app_id_file.json", "JSON", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 5, 79
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\web\index.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 16, 6, 60
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 51
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\flutter\generated_plugins.cmake", "CMake", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\flutter_window.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\main.cpp", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\resource.h", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\utils.cpp", "C++", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\utils.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\jerem\OneDrive\Documents\Projects\WeightechKiosk\WeightechFlutter\weightechapp\windows\runner\win32_window.h", "C++", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 86, 58, 315, 606, 38, 76, 5, 469, 7278, 111, 8, 13, 3234, 1103, 13400
